timestamp,iso,validator1,validator2,validator3,validator4
1785787550,2026-08-03T20:05:50+00:00,0.026374043601921443,0.016610901497354138,0.0202721485087428,0.02081447657015394
1785787580,2026-08-03T20:06:20+00:00,0.026577442395766607,0.016610957808167185,0.02023817998759267,0.021017946614415608
1785787610,2026-08-03T20:06:50+00:00,0.026069033784654225,0.01674667100588506,0.020509447906002308,0.020882417750055123
1785787640,2026-08-03T20:07:20+00:00,0.026475473744872715,0.016509258066484525,0.02037384825042546,0.02006874902537748
1785787670,2026-08-03T20:07:50+00:00,0.02620481110839911,0.016204213773581708,0.019729816770344275,0.02020441717375462
1785787700,2026-08-03T20:08:20+00:00,0.02749310977242756,0.01661112674289702,0.020136821907777415,0.019899384373389763
1785787730,2026-08-03T20:08:50+00:00,0.02793333966127434,0.017085382844784017,0.02067880727351619,0.019966846221384532
1785787760,2026-08-03T20:09:20+00:00,0.02769651132438141,0.017051887911804745,0.020611357264655926,0.020373986385702297
1785787790,2026-08-03T20:09:50+00:00,0.02752719666690394,0.016814642298995555,0.020306392615117567,0.020272492126611558
1785787820,2026-08-03T20:10:20+00:00,0.02698469737136501,0.017289190526879588,0.021052060627222615,0.020679157781973857
1785787850,2026-08-03T20:10:50+00:00,0.02613736524510134,0.017526552557622362,0.020713268696182792,0.020882771713336485
1785787880,2026-08-03T20:11:20+00:00,0.027086582141162094,0.01735710895653944,0.020577736042226714,0.021459009224322916
1785787910,2026-08-03T20:11:50+00:00,0.027120390804831498,0.017323149626586116,0.020475825643598615,0.02074716929961355
1785787940,2026-08-03T20:12:20+00:00,0.025934225380283855,0.01762849306895115,0.02040844000867866,0.021459300216627057
1785787970,2026-08-03T20:12:50+00:00,0.0263072249945758,0.017425146452592757,0.020611846387502707,0.02084915382946411
1785788000,2026-08-03T20:13:20+00:00,0.02491728140594487,0.016509817747884542,0.01969651768279454,0.02074745064005209
1785788030,2026-08-03T20:13:50+00:00,0.024849395037579197,0.016374269005847947,0.01939140811455847,0.0205100736667605
1785788060,2026-08-03T20:14:20+00:00,0.028104171893115978,0.016984547790652747,0.020374677090184184,0.021696753962200162
1785788090,2026-08-03T20:14:50+00:00,0.028104076616662407,0.01742514645259271,0.02051028226216547,0.021595123638015516
1785788120,2026-08-03T20:15:20+00:00,0.029528226407930225,0.017459284271049477,0.02006970153099278,0.02129015635382342
